age,period,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
15,0.0005000000000000,0.0005000000000000,0.0005000000000000,0.0004924397089214,0.0004849937338452,0.0004776603462469,0.0004704378437382,0.0004633245496721,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533,0.0004563188127533
16,0.0018000000000000,0.0019000000000000,0.0018000000000000,0.0018368239501101,0.0018744012353878,0.0019127472673756,0.0019518777729018,0.0019918088005297,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405,0.0020325567271405
17,0.0047000000000000,0.0046000000000000,0.0044000000000000,0.0044657666699613,0.0045325163523949,0.0046002637403590,0.0046690237465288,0.0047388115064787,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141,0.0048096423820141
18,0.0101000000000000,0.0100000000000000,0.0092000000000000,0.0093351548894462,0.0094722953054295,0.0096114504168216,0.0097526498210067,0.0098959235501769,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195,0.0100413020777195
19,0.0193000000000000,0.0195000000000000,0.0185000000000000,0.0184493612131177,0.0183988610363293,0.0183484990902268,0.0182982749964408,0.0182481883776377,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164,0.0181982388575164
20,0.0306000000000000,0.0303000000000000,0.0293000000000000,0.0290877827009583,0.0288771024729750,0.0286679481831810,0.0284603087793413,0.0282541732892715,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576,0.0280495308202576
21,0.0410000000000000,0.0411000000000000,0.0391000000000000,0.0389973793208064,0.0388950279767483,0.0387929452609369,0.0386911304683385,0.0385895828957700,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938,0.0384883018418938
22,0.0526000000000000,0.0542000000000000,0.0513000000000000,0.0510281901164302,0.0507578204007514,0.0504888832223229,0.0502213709909344,0.0499552761565921,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052,0.0496905912093052
23,0.0661000000000000,0.0662000000000000,0.0637000000000000,0.0634288408323078,0.0631588359392501,0.0628899804072926,0.0626222693438166,0.0623556978770306,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814,0.0620902611558814
24,0.0801000000000000,0.0813000000000000,0.0790000000000000,0.0782636648334326,0.0775341928248086,0.0768115200047032,0.0760955829999316,0.0753863190279911,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560,0.0746836658915560
